Date,Open,High,Low,Close,Adj Close,Volume
2016-01-18,0.764900,0.766100,0.759620,0.764980,0.764980,0
2016-01-19,0.764200,0.771190,0.758390,0.764300,0.764300,0
2016-01-20,0.769450,0.775410,0.767000,0.769390,0.769390,0
2016-01-21,0.765820,0.774090,0.763890,0.765930,0.765930,0
2016-01-22,0.763220,0.763520,0.752680,0.763300,0.763300,0
2016-01-25,0.757400,0.760820,0.755100,0.757300,0.757300,0
2016-01-26,0.761900,0.766100,0.756260,0.761950,0.761950,0
2016-01-27,0.757270,0.764060,0.756400,0.757300,0.757300,0
2016-01-28,0.765200,0.766220,0.759610,0.765400,0.765400,0
2016-01-29,0.761550,0.764830,0.756400,0.761560,0.761560,0
2016-02-01,0.759800,0.762270,0.757520,0.759900,0.759900,0
2016-02-02,0.755300,0.761510,0.754800,0.755280,0.755280,0
2016-02-03,0.757840,0.760670,0.752580,0.757850,0.757850,0
2016-02-04,0.760420,0.769830,0.759300,0.760460,0.760460,0
2016-02-05,0.768000,0.771320,0.767100,0.768040,0.768040,0
2016-02-08,0.768000,0.775480,0.766110,0.767940,0.767940,0
2016-02-09,0.775110,0.784870,0.773280,0.775000,0.775000,0
2016-02-10,0.780400,0.781750,0.771540,0.780200,0.780200,0
2016-02-11,0.776960,0.789560,0.775500,0.776600,0.776600,0
2016-02-12,0.781400,0.782540,0.774610,0.781500,0.781500,0
2016-02-15,0.772800,0.774400,0.769800,0.773000,0.773000,0
2016-02-16,0.773170,0.781100,0.769500,0.773300,0.773300,0
2016-02-17,0.779000,0.784300,0.776200,0.779000,0.779000,0
2016-02-18,0.778600,0.781430,0.770800,0.778700,0.778700,0
2016-02-19,0.775000,0.779170,0.773770,0.775000,0.775000,0
2016-02-22,0.779700,0.783700,0.777000,0.779670,0.779670,0
2016-02-23,0.779190,0.783110,0.777500,0.779260,0.779260,0
2016-02-24,0.786900,0.791440,0.785400,0.786710,0.786710,0
2016-02-25,0.790660,0.792620,0.787900,0.790600,0.790600,0
2016-02-26,0.789140,0.792100,0.784530,0.789300,0.789300,0
2016-02-29,0.788030,0.789450,0.779280,0.787800,0.787800,0
2016-03-01,0.781590,0.781840,0.775900,0.781400,0.781400,0
